cuenta,valor,ano,mes,entidad
Otras comisiones,0,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Total resultados por intermediación,-7375123.77,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Gastos por financiamientos por Instrumentos financieros emitidos,-13822602.71,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Gastos por financiamientos con entidades de intermediación financiera,-33952449.41,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Gastos por arrendamientos,0,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Total gastos financieros,-47775052.12,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Gastos de administración y comercialización,-46598898.88,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Reajuste y diferencia de cambio,27303.49,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Resultado de inversiones en sociedades,0,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Otros ingresos (gastos),3622763.45,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Operaciones descontinuadas (neto),0,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Total otros resultados,3650066.94,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Resultado antes de impuesto a la renta,-25130455.81,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Impuesto sobre la renta,0,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
UTILIDAD DEL EJERCICIO,-25130455.81,2023,1,"ALPHA SOCIEDAD DE VALORES, S.A."
Efectivo y equivalente de efectivo,659122727.7,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Inversiones en instrumentos financieros,6601059713,2023,1,"BHD PUESTO DE BOLSA, S.A. "
A valor razonable con cambios en resultados,2873647299,2023,1,"BHD PUESTO DE BOLSA, S.A. "
A valor razonable Instrumentos Financieros Derivados,1824683.57,2023,1,"BHD PUESTO DE BOLSA, S.A. "
A valor razonable con cambios en ORI,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
A costo amortizado,3725587730,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Operaciones de compra al contado con venta a plazos,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Cuentas por cobrar en operaciones de cartera propia,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Deudores por intermediación,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Cuentas por cobrar relacionadas,132986.89,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Otras cuentas por cobrar,11165741.87,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Impuestos pagados por anticipado,11050382.12,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Impuestos diferidos,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Inversiones en sociedades,3424080,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Activos intangibles,3075124.49,2023,1,"BHD PUESTO DE BOLSA, S.A. "
"Propiedad, planta y equipo",6830119.6,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Derecho de uso,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Propiedades de Inversión,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Otros activos,262234.03,2023,1,"BHD PUESTO DE BOLSA, S.A. "
TOTAL DE ACTIVOS,7296123109,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Pasivos financieros,1677144.16,2023,1,"BHD PUESTO DE BOLSA, S.A. "
A valor razonable,1511730.21,2023,1,"BHD PUESTO DE BOLSA, S.A. "
A valor razonable-instrumento financieros derivados,165413.95,2023,1,"BHD PUESTO DE BOLSA, S.A. "
A costo amortizado,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Obligaciones por financiamiento,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Obligaciones por instrumentos financieros Emitidos,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Obligaciones con entidades de intermediación financiera,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Operaciones de venta al contado con compra a plazo,5498751390,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Acreedores por intermediación,556187812.1,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Cuentas por pagar relacionadas,13916582.62,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Otras cuentas por pagar,7156784.41,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Provisiones,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Acumulaciones y otras obligaciones,69384120.56,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Arrendamientos,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Impuesto por pagar,18421789.12,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Impuesto diferidos,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Otros pasivos,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
TOTAL DE PASIVOS,6165495623,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Capital,188772500,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Aportes para futura capitalización,39431560.54,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Acciones en Tesorería,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Reserva legal,37754500,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Reservas de capital,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Resultados acumulados,770716631.9,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Resultados del ejercicio,93952293.85,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Superávit por revaluación,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Otro resultado integral,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
TOTAL DE PATRIMONIO,1130627486,2023,1,"BHD PUESTO DE BOLSA, S.A. "
TOTAL DE PASIVOS Y PATRIMONIO,7296123109,2023,1,"BHD PUESTO DE BOLSA, S.A. "
A valor razonable,164786998,2023,1,"BHD PUESTO DE BOLSA, S.A. "
A valor razonable - Instrumentos financieros derivados,18061961.37,2023,1,"BHD PUESTO DE BOLSA, S.A. "
A costo amortizado,-48389856.74,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Total resultados por instrumentos financieros,134459102.7,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Ingresos por administración de cartera,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Ingresos por custodia de valores,9112000,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Ingresos por asesorías financieras,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Otros ingresos por servicios,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Total ingresos por servicios,9112000,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Comisiones por operaciones bursátiles y extrabursátiles,392003.45,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Gastos por comisiones y servicios,-4277723.89,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Otras comisiones,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Total resultados por intermediación,-3885720.44,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Gastos por financiamientos por Instrumentos financieros emitidos,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Gastos por financiamientos con entidades de intermediación financiera,-13397.68,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Gastos por arrendamientos,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Total gastos financieros,-13397.68,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Gastos de administración y comercialización,-27545766.15,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Reajuste y diferencia de cambio,69449.71,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Resultado de inversiones en sociedades,0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Otros ingresos (gastos),66446.96,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Operaciones descontinuadas (neto),0,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Total otros resultados,135896.67,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Resultado antes de impuesto a la renta,112262115.1,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Impuesto sobre la renta,18309821.2,2023,1,"BHD PUESTO DE BOLSA, S.A. "
UTILIDAD DEL EJERCICIO,93952293.85,2023,1,"BHD PUESTO DE BOLSA, S.A. "
Efectivo y equivalente de efectivo,2788633814,2023,1,"CCI PUESTO DE BOLSA, S.A."
Inversiones en instrumentos financieros,4811660798,2023,1,"CCI PUESTO DE BOLSA, S.A."
A valor razonable con cambios en resultados,3782211158,2023,1,"CCI PUESTO DE BOLSA, S.A."
A valor razonable Instrumentos Financieros Derivados,548687.68,2023,1,"CCI PUESTO DE BOLSA, S.A."
A valor razonable con cambios en ORI,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
A costo amortizado,1028900952,2023,1,"CCI PUESTO DE BOLSA, S.A."
Operaciones de compra al contado con venta a plazos,151483442.8,2023,1,"CCI PUESTO DE BOLSA, S.A."
Cuentas por cobrar en operaciones de cartera propia,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Deudores por intermediación,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Cuentas por cobrar relacionadas,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Otras cuentas por cobrar,14713585.96,2023,1,"CCI PUESTO DE BOLSA, S.A."
Impuestos pagados por anticipado,15005757.33,2023,1,"CCI PUESTO DE BOLSA, S.A."
Impuestos diferidos,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Inversiones en sociedades,2000564.22,2023,1,"CCI PUESTO DE BOLSA, S.A."
Activos intangibles,15558827.66,2023,1,"CCI PUESTO DE BOLSA, S.A."
"Propiedad, planta y equipo",67028141.44,2023,1,"CCI PUESTO DE BOLSA, S.A."
Derecho de uso,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Propiedades de Inversión,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Otros activos,3505219.25,2023,1,"CCI PUESTO DE BOLSA, S.A."
TOTAL DE ACTIVOS,7869590151,2023,1,"CCI PUESTO DE BOLSA, S.A."
Pasivos financieros,327578591.6,2023,1,"CCI PUESTO DE BOLSA, S.A."
A valor razonable,85710182.34,2023,1,"CCI PUESTO DE BOLSA, S.A."
A valor razonable-instrumento financieros derivados,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
A costo amortizado,241868409.2,2023,1,"CCI PUESTO DE BOLSA, S.A."
Obligaciones por financiamiento,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Obligaciones por instrumentos financieros Emitidos,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Obligaciones con entidades de intermediación financiera,241868409.2,2023,1,"CCI PUESTO DE BOLSA, S.A."
Operaciones de venta al contado con compra a plazo,5682726121,2023,1,"CCI PUESTO DE BOLSA, S.A."
Acreedores por intermediación,375615522.2,2023,1,"CCI PUESTO DE BOLSA, S.A."
Cuentas por pagar relacionadas,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Otras cuentas por pagar,2710558.9,2023,1,"CCI PUESTO DE BOLSA, S.A."
Provisiones,11623434.74,2023,1,"CCI PUESTO DE BOLSA, S.A."
Acumulaciones y otras obligaciones,14310955.86,2023,1,"CCI PUESTO DE BOLSA, S.A."
Arrendamientos,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Impuesto por pagar,260000,2023,1,"CCI PUESTO DE BOLSA, S.A."
Impuesto diferidos,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Otros pasivos,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
TOTAL DE PASIVOS,6414825185,2023,1,"CCI PUESTO DE BOLSA, S.A."
Capital,200000000,2023,1,"CCI PUESTO DE BOLSA, S.A."
Aportes para futura capitalización,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Acciones en Tesorería,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Reserva legal,40000000,2023,1,"CCI PUESTO DE BOLSA, S.A."
Reservas de capital,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Resultados acumulados,1159460137,2023,1,"CCI PUESTO DE BOLSA, S.A."
Resultados del ejercicio,55304829.63,2023,1,"CCI PUESTO DE BOLSA, S.A."
Superávit por revaluación,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Otro resultado integral,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
TOTAL DE PATRIMONIO,1454764967,2023,1,"CCI PUESTO DE BOLSA, S.A."
TOTAL DE PASIVOS Y PATRIMONIO,7869590151,2023,1,"CCI PUESTO DE BOLSA, S.A."
A valor razonable,69173119.04,2023,1,"CCI PUESTO DE BOLSA, S.A."
A valor razonable - Instrumentos financieros derivados,28664858.09,2023,1,"CCI PUESTO DE BOLSA, S.A."
A costo amortizado,-33816151.22,2023,1,"CCI PUESTO DE BOLSA, S.A."
Total resultados por instrumentos financieros,64021825.91,2023,1,"CCI PUESTO DE BOLSA, S.A."
Ingresos por administración de cartera,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Ingresos por custodia de valores,965047.97,2023,1,"CCI PUESTO DE BOLSA, S.A."
Ingresos por asesorías financieras,89284.69,2023,1,"CCI PUESTO DE BOLSA, S.A."
Otros ingresos por servicios,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Total ingresos por servicios,1054332.66,2023,1,"CCI PUESTO DE BOLSA, S.A."
Comisiones por operaciones bursátiles y extrabursátiles,10134508.44,2023,1,"CCI PUESTO DE BOLSA, S.A."
Gastos por comisiones y servicios,-2234934.98,2023,1,"CCI PUESTO DE BOLSA, S.A."
Otras comisiones,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Total resultados por intermediación,7899573.46,2023,1,"CCI PUESTO DE BOLSA, S.A."
Gastos por financiamientos por Instrumentos financieros emitidos,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Gastos por financiamientos con entidades de intermediación financiera,-3115337.7,2023,1,"CCI PUESTO DE BOLSA, S.A."
Gastos por arrendamientos,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Total gastos financieros,-3115337.7,2023,1,"CCI PUESTO DE BOLSA, S.A."
Gastos de administración y comercialización,-25313473.84,2023,1,"CCI PUESTO DE BOLSA, S.A."
Reajuste y diferencia de cambio,17642231.15,2023,1,"CCI PUESTO DE BOLSA, S.A."
Resultado de inversiones en sociedades,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Otros ingresos (gastos),-6884322.01,2023,1,"CCI PUESTO DE BOLSA, S.A."
Operaciones descontinuadas (neto),0,2023,1,"CCI PUESTO DE BOLSA, S.A."
Total otros resultados,10757909.14,2023,1,"CCI PUESTO DE BOLSA, S.A."
Resultado antes de impuesto a la renta,55304829.63,2023,1,"CCI PUESTO DE BOLSA, S.A."
Impuesto sobre la renta,0,2023,1,"CCI PUESTO DE BOLSA, S.A."
UTILIDAD DEL EJERCICIO,55304829.63,2023,1,"CCI PUESTO DE BOLSA, S.A."
Efectivo y equivalente de efectivo,132213060.4,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Inversiones en instrumentos financieros,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
A valor razonable con cambios en resultados,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
A valor razonable Instrumentos Financieros Derivados,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
A valor razonable con cambios en ORI,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
A costo amortizado,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Operaciones de compra al contado con venta a plazos,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Cuentas por cobrar en operaciones de cartera propia,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Deudores por intermediación,0.99,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Cuentas por cobrar relacionadas,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Otras cuentas por cobrar,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Impuestos pagados por anticipado,3508677.53,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Impuestos diferidos,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Inversiones en sociedades,6311339,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Activos intangibles,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
"Propiedad, planta y equipo",0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Derecho de uso,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Propiedades de Inversión,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Otros activos,2080586.61,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
TOTAL DE ACTIVOS,144113664.6,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Pasivos financieros,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
A valor razonable,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
A valor razonable-instrumento financieros derivados,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
A costo amortizado,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Obligaciones por financiamiento,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Obligaciones por instrumentos financieros Emitidos,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Obligaciones con entidades de intermediación financiera,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Operaciones de venta al contado con compra a plazo,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Acreedores por intermediación,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Cuentas por pagar relacionadas,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Otras cuentas por pagar,1196905.58,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Provisiones,2320945.7,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Acumulaciones y otras obligaciones,4661049.47,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Arrendamientos,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Impuesto por pagar,165465.99,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Impuesto diferidos,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Otros pasivos,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
TOTAL DE PASIVOS,8344366.74,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Capital,65000000,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Aportes para futura capitalización,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Acciones en Tesorería,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Reserva legal,13000000,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Reservas de capital,330467,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Resultados acumulados,54516408.46,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Resultados del ejercicio,2922422.35,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Superávit por revaluación,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Otro resultado integral,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
TOTAL DE PATRIMONIO,135769297.8,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
TOTAL DE PASIVOS Y PATRIMONIO,144113664.6,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
A valor razonable,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
A valor razonable - Instrumentos financieros derivados,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
A costo amortizado,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Total resultados por instrumentos financieros,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Ingresos por administración de cartera,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Ingresos por custodia de valores,7884728.75,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Ingresos por asesorías financieras,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Otros ingresos por servicios,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Total ingresos por servicios,7884728.75,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Comisiones por operaciones bursátiles y extrabursátiles,1607870,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Gastos por comisiones y servicios,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Otras comisiones,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Total resultados por intermediación,1607870,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Gastos por financiamientos por Instrumentos financieros emitidos,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Gastos por financiamientos con entidades de intermediación financiera,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Gastos por arrendamientos,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Total gastos financieros,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Gastos de administración y comercialización,-5631991.82,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Reajuste y diferencia de cambio,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Resultado de inversiones en sociedades,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Otros ingresos (gastos),-938184.58,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Operaciones descontinuadas (neto),0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Total otros resultados,-938184.58,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Resultado antes de impuesto a la renta,2922422.35,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Impuesto sobre la renta,0,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
UTILIDAD DEL EJERCICIO,2922422.35,2023,1,"CITINVERSIONES DE TITULOS Y VALORES, S.A. PUESTO DE BOLSA"
Efectivo y equivalente de efectivo,840111199.3,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Inversiones en instrumentos financieros,7280899817,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable con cambios en resultados,6661663998,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable Instrumentos Financieros Derivados,9318812.58,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable con cambios en ORI,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
A costo amortizado,609917006.2,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Operaciones de compra al contado con venta a plazos,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Cuentas por cobrar en operaciones de cartera propia,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Deudores por intermediación,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Cuentas por cobrar relacionadas,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Otras cuentas por cobrar,1068713222,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Impuestos pagados por anticipado,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Impuestos diferidos,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Inversiones en sociedades,75895298.9,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Activos intangibles,5903599.93,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
"Propiedad, planta y equipo",3410287.35,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Derecho de uso,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Propiedades de Inversión,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Otros activos,15022940.32,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
TOTAL DE ACTIVOS,9289956364,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Pasivos financieros,1373651121,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable,61453712.51,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
A valor razonable-instrumento financieros derivados,9318030.48,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
A costo amortizado,1302879378,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Obligaciones por financiamiento,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Obligaciones por instrumentos financieros Emitidos,50868055.53,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Obligaciones con entidades de intermediación financiera,1252011322,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Operaciones de venta al contado con compra a plazo,6990101521,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Acreedores por intermediación,184084357.6,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Cuentas por pagar relacionadas,18445795.6,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Otras cuentas por pagar,14686031.64,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Provisiones,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Acumulaciones y otras obligaciones,18743242.34,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Arrendamientos,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Impuesto por pagar,260000,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Impuesto diferidos,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
Otros pasivos,0,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
TOTAL DE PASIVOS,8599972069,2023,1,"EXCEL PUESTO DE BOLSA, S.A."
